Customer ID,Age,Gender,Location,Product Purchased,Purchase Amount,Date of Purchase,Customer Rating,Customer Segment,Num Purchases Last Year,Total Spend Last Year,Preferred Payment Method,Acquisition Channel,Last Interaction Date,Last Interaction Type
2060,49,Female,City_E,Product_1,815.51,2022-09-21,5,Silver,18,4880.53,Online Transfer,In-Store,2023-02-14,Feedback
2061,67,Female,City_A,Product_5,666.71,2023-06-16,1,Bronze,6,845.25,Online Transfer,Online Ad,2023-01-21,Inquiry
2062,50,Female,City_A,Product_2,632.54,2022-10-15,1,Gold,18,5048.64,Cash,Online Ad,2023-05-15,Complaint
2063,19,Female,City_A,Product_1,891.82,2023-02-19,3,Silver,19,4128.09,Cash,Referral,2022-10-18,Feedback
2064,50,Male,City_D,Product_4,666.98,2023-06-01,3,Bronze,11,2984.07,Cash,In-Store,2023-05-13,Feedback
2065,50,Female,City_B,Product_3,659.5,2023-07-17,5,Gold,1,94.22,Cash,Referral,2023-01-14,Inquiry
2066,58,Male,City_E,Product_4,246.56,2023-02-09,5,Gold,9,3595.48,Online Transfer,Online Ad,2022-10-11,Complaint
2067,30,Female,City_C,Product_2,703.82,2022-11-02,5,Silver,11,2266.62,Online Transfer,Online Ad,2023-04-17,Complaint
2068,47,Female,City_A,Product_3,917.35,2023-02-16,5,Bronze,12,691.23,Online Transfer,Referral,2022-08-18,Inquiry
2069,50,Female,City_E,Product_2,597.52,2022-09-13,4,Gold,10,3048.0,Online Transfer,Referral,2023-04-17,Complaint
2070,30,Female,City_E,Product_3,908.2,2023-05-11,1,Bronze,9,3219.44,Online Transfer,Referral,2023-02-14,Feedback
2071,69,Female,City_D,Product_4,372.59,2022-08-23,4,Silver,12,992.32,Cash,Online Ad,2022-11-10,Complaint
2072,43,Male,City_B,Product_4,90.45,2022-12-14,2,Gold,18,3937.41,Credit Card,Referral,2022-10-01,Complaint
2073,39,Male,City_D,Product_5,472.87,2022-08-17,5,Bronze,18,4785.11,Cash,Online Ad,2022-08-22,Feedback
2074,56,Male,City_D,Product_2,53.76,2022-12-06,5,Gold,9,2486.01,Online Transfer,In-Store,2023-01-31,Feedback
2075,19,Female,City_E,Product_4,197.08,2022-09-19,1,Bronze,7,462.46,Cash,In-Store,2023-06-17,Feedback
2076,55,Female,City_B,Product_3,231.06,2023-05-07,5,Gold,5,1673.75,Cash,In-Store,2023-04-16,Inquiry
2077,56,Female,City_B,Product_1,557.14,2023-05-31,5,Silver,5,461.68,Online Transfer,Online Ad,2022-11-23,Feedback
2078,43,Male,City_B,Product_1,952.43,2023-07-07,4,Bronze,12,2492.92,Online Transfer,Online Ad,2023-06-15,Inquiry
2079,63,Male,City_A,Product_1,68.83,2022-12-17,2,Bronze,7,1948.06,Credit Card,Referral,2022-10-26,Complaint
2080,67,Female,City_B,Product_5,274.86,2023-07-21,4,Gold,14,5429.75,Cash,Online Ad,2022-08-10,Feedback
2081,32,Male,City_E,Product_4,970.98,2023-03-11,3,Silver,9,1929.77,Online Transfer,Referral,2023-01-20,Complaint
2082,51,Female,City_A,Product_2,887.57,2023-04-27,5,Silver,1,419.55,Cash,Online Ad,2023-01-31,Inquiry
2083,59,Female,City_C,Product_2,843.11,2023-07-17,4,Bronze,3,1193.63,Cash,In-Store,2023-02-02,Complaint
2084,61,Male,City_D,Product_5,137.21,2023-04-28,1,Silver,11,2555.85,Online Transfer,In-Store,2023-07-26,Inquiry
2085,66,Male,City_B,Product_3,661.89,2023-07-18,2,Silver,15,6668.19,Online Transfer,Online Ad,2022-09-12,Complaint
2086,57,Male,City_C,Product_4,242.98,2023-02-28,2,Gold,18,8693.62,Cash,Online Ad,2022-12-01,Complaint
2087,28,Male,City_B,Product_4,668.47,2023-03-03,1,Silver,8,1374.79,Credit Card,In-Store,2022-11-16,Inquiry
2088,20,Female,City_D,Product_3,456.15,2022-11-18,1,Silver,1,419.75,Cash,Referral,2023-03-27,Feedback
2089,23,Female,City_E,Product_3,653.89,2023-01-17,5,Gold,13,2322.0,Cash,Referral,2023-01-23,Complaint
2090,26,Male,City_E,Product_4,457.42,2022-11-03,2,Bronze,15,5379.91,Credit Card,Referral,2022-10-26,Feedback
2091,23,Male,City_D,Product_4,912.32,2022-12-09,1,Gold,7,2453.59,Credit Card,Referral,2023-02-23,Feedback
2092,26,Male,City_C,Product_1,74.04,2023-04-01,3,Bronze,3,1217.34,Credit Card,Online Ad,2023-07-31,Inquiry
2093,56,Male,City_A,Product_2,231.99,2023-07-21,2,Gold,18,2661.35,Online Transfer,Referral,2022-09-30,Complaint
2094,48,Female,City_A,Product_1,841.35,2022-09-11,1,Bronze,4,1881.47,Online Transfer,Referral,2023-02-25,Feedback
2095,49,Female,City_B,Product_1,749.91,2023-05-03,4,Bronze,8,1945.85,Online Transfer,In-Store,2022-12-02,Inquiry
2096,58,Female,City_D,Product_2,226.98,2023-03-15,1,Bronze,5,255.2,Online Transfer,In-Store,2022-08-25,Inquiry
2097,67,Female,City_D,Product_5,165.36,2023-02-07,2,Gold,13,5172.56,Cash,In-Store,2023-03-14,Feedback
2098,29,Female,City_A,Product_5,345.7,2023-07-15,5,Bronze,9,4223.13,Cash,Online Ad,2023-03-28,Feedback
2099,25,Female,City_C,Product_5,507.78,2022-09-07,3,Gold,9,4371.86,Cash,Online Ad,2023-04-16,Feedback
2100,25,Female,City_D,Product_5,94.59,2023-02-20,1,Bronze,11,2345.7,Credit Card,Referral,2023-08-05,Inquiry
2101,67,Male,City_E,Product_3,853.31,2023-03-22,2,Silver,19,1124.26,Credit Card,In-Store,2023-05-01,Complaint
2102,45,Female,City_E,Product_1,544.91,2023-06-06,1,Bronze,18,3669.85,Online Transfer,Referral,2023-03-05,Feedback
2103,37,Male,City_D,Product_3,923.51,2023-02-01,1,Bronze,4,1790.57,Cash,In-Store,2022-09-21,Feedback
2104,64,Male,City_C,Product_3,359.42,2022-12-28,2,Gold,19,8163.66,Credit Card,In-Store,2022-09-23,Complaint
2105,24,Male,City_E,Product_2,96.39,2023-01-16,4,Bronze,14,3089.13,Online Transfer,In-Store,2023-06-08,Complaint
2106,28,Female,City_C,Product_5,877.79,2022-12-26,2,Gold,4,475.45,Credit Card,Referral,2022-08-28,Complaint
2107,37,Female,City_A,Product_4,192.14,2023-01-23,2,Bronze,17,5781.96,Online Transfer,In-Store,2022-11-19,Feedback
2108,33,Female,City_B,Product_5,368.86,2023-02-16,5,Gold,4,1395.23,Online Transfer,Referral,2022-10-17,Feedback
2109,21,Female,City_A,Product_1,491.12,2023-05-05,1,Silver,10,3338.18,Credit Card,Referral,2023-07-01,Complaint
2110,23,Male,City_B,Product_3,517.35,2022-11-27,1,Gold,12,1413.55,Online Transfer,Referral,2023-06-12,Feedback
2111,39,Female,City_E,Product_1,72.31,2022-08-19,2,Silver,2,841.91,Online Transfer,Online Ad,2022-12-05,Complaint
2112,43,Male,City_B,Product_3,550.4,2022-11-27,4,Silver,14,929.39,Cash,In-Store,2022-10-06,Complaint
2113,20,Female,City_B,Product_3,123.18,2023-02-01,5,Gold,7,3405.13,Credit Card,Referral,2022-12-04,Inquiry
2114,58,Female,City_D,Product_3,360.5,2022-11-16,4,Silver,5,2278.7,Online Transfer,Online Ad,2023-05-16,Feedback
2115,59,Male,City_B,Product_4,976.7,2023-03-25,4,Bronze,3,1492.05,Cash,In-Store,2023-07-15,Complaint
2116,31,Male,City_D,Product_5,316.35,2023-06-27,5,Silver,1,319.7,Credit Card,Referral,2023-04-29,Complaint
2117,28,Male,City_B,Product_3,822.23,2023-01-03,5,Bronze,4,1286.45,Cash,In-Store,2022-11-14,Feedback
2118,35,Female,City_D,Product_2,534.8,2023-06-29,4,Bronze,7,1561.29,Credit Card,Online Ad,2022-08-13,Complaint
2119,29,Female,City_E,Product_3,242.29,2022-12-31,4,Bronze,5,504.02,Credit Card,In-Store,2023-02-19,Feedback
2120,40,Male,City_E,Product_5,735.84,2022-10-04,4,Silver,15,5845.03,Credit Card,In-Store,2022-10-15,Inquiry
2121,29,Female,City_B,Product_5,577.38,2023-05-08,1,Silver,13,3525.99,Online Transfer,Referral,2023-04-10,Inquiry
2122,30,Male,City_C,Product_4,556.38,2022-11-02,1,Gold,13,2781.31,Credit Card,Referral,2023-03-24,Complaint
2123,42,Female,City_E,Product_3,78.41,2023-03-11,1,Gold,7,3108.15,Cash,Online Ad,2023-07-20,Feedback
2124,62,Male,City_A,Product_2,367.15,2023-02-25,1,Bronze,2,101.75,Online Transfer,Referral,2023-06-25,Feedback
2125,68,Male,City_A,Product_4,747.97,2023-06-17,5,Gold,8,2122.57,Cash,In-Store,2023-02-03,Complaint
2126,36,Female,City_D,Product_4,806.28,2023-06-29,2,Silver,4,1374.15,Credit Card,Referral,2023-04-23,Feedback
2127,63,Male,City_C,Product_3,824.07,2023-02-22,1,Bronze,1,51.83,Credit Card,In-Store,2023-01-19,Feedback
2128,53,Female,City_D,Product_3,85.52,2022-09-04,4,Bronze,16,6038.8,Online Transfer,Online Ad,2023-03-04,Complaint
2129,62,Female,City_B,Product_4,204.58,2023-03-10,2,Silver,6,748.22,Cash,In-Store,2023-06-24,Feedback
2130,25,Male,City_E,Product_4,986.3,2023-03-05,1,Bronze,8,3443.68,Online Transfer,Online Ad,2023-02-23,Inquiry
2131,46,Male,City_C,Product_4,197.67,2022-12-23,3,Gold,16,6304.49,Credit Card,Referral,2023-03-11,Inquiry
2132,49,Female,City_D,Product_1,252.36,2022-10-04,3,Silver,8,903.17,Online Transfer,In-Store,2022-12-19,Inquiry
2133,68,Female,City_D,Product_4,812.49,2023-01-02,5,Gold,15,4624.54,Cash,Online Ad,2023-06-14,Feedback
2134,61,Male,City_A,Product_5,423.77,2023-05-15,3,Bronze,12,4689.6,Credit Card,In-Store,2023-02-22,Inquiry
2135,35,Male,City_B,Product_2,160.5,2022-08-20,5,Gold,6,379.14,Cash,Referral,2023-02-22,Complaint
2136,23,Male,City_D,Product_2,168.84,2022-12-24,5,Gold,5,1476.08,Credit Card,Online Ad,2023-04-27,Inquiry
2137,35,Female,City_A,Product_3,129.59,2023-02-10,5,Silver,16,1164.43,Credit Card,In-Store,2023-06-15,Feedback
2138,36,Female,City_C,Product_4,221.63,2022-12-23,2,Bronze,2,657.6,Credit Card,Referral,2023-04-20,Feedback
2139,39,Female,City_D,Product_2,522.13,2023-07-18,2,Silver,8,3575.67,Credit Card,In-Store,2023-05-12,Feedback
2140,54,Male,City_A,Product_2,64.32,2023-02-09,3,Gold,11,2504.17,Credit Card,Referral,2023-02-02,Inquiry
2141,49,Male,City_B,Product_5,161.27,2022-09-28,2,Bronze,11,2708.13,Cash,In-Store,2022-09-25,Complaint
2142,58,Female,City_E,Product_5,911.77,2022-12-29,1,Bronze,10,4897.69,Online Transfer,In-Store,2023-04-21,Feedback
2143,20,Female,City_C,Product_1,882.75,2023-03-21,5,Bronze,2,510.42,Cash,In-Store,2023-01-06,Feedback
2144,45,Male,City_D,Product_1,841.43,2022-09-15,1,Bronze,11,1963.45,Cash,Referral,2022-12-08,Complaint
2145,27,Female,City_A,Product_2,720.97,2023-07-10,2,Gold,10,4983.57,Cash,In-Store,2022-11-13,Inquiry
2146,68,Male,City_D,Product_3,678.45,2023-07-01,4,Silver,2,712.64,Cash,In-Store,2023-06-20,Inquiry
2147,52,Male,City_E,Product_2,311.74,2022-08-30,2,Gold,11,3429.15,Credit Card,In-Store,2023-04-09,Inquiry
2148,46,Male,City_D,Product_3,368.24,2022-09-16,5,Gold,3,1040.33,Online Transfer,Referral,2023-01-02,Feedback
2149,32,Female,City_D,Product_2,274.01,2023-01-13,4,Bronze,8,3246.51,Credit Card,Online Ad,2022-12-22,Feedback
2150,50,Female,City_A,Product_5,981.3,2023-02-03,4,Silver,10,668.41,Cash,In-Store,2023-02-27,Inquiry
2151,24,Male,City_E,Product_4,652.59,2022-11-19,5,Bronze,4,559.8,Online Transfer,In-Store,2023-07-16,Inquiry
2152,29,Male,City_C,Product_2,967.48,2022-08-26,3,Gold,3,199.36,Online Transfer,In-Store,2023-07-31,Complaint
2153,66,Female,City_A,Product_1,308.2,2023-05-19,2,Gold,13,2408.57,Cash,Online Ad,2022-09-25,Feedback
2154,47,Male,City_E,Product_3,640.15,2023-07-24,2,Silver,14,5480.94,Online Transfer,In-Store,2023-03-25,Inquiry
2155,38,Female,City_E,Product_3,771.0,2023-05-27,4,Silver,11,2547.44,Cash,In-Store,2023-05-24,Complaint
2156,48,Female,City_D,Product_2,140.0,2022-10-01,4,Gold,15,5451.22,Credit Card,In-Store,2022-08-17,Feedback
2157,41,Female,City_B,Product_3,683.61,2022-08-26,5,Bronze,2,375.11,Credit Card,Online Ad,2022-09-13,Feedback
2158,37,Male,City_B,Product_1,210.62,2022-12-27,5,Silver,3,1476.29,Online Transfer,Referral,2023-06-14,Inquiry
2159,54,Male,City_C,Product_5,361.68,2023-07-22,3,Bronze,10,909.64,Cash,In-Store,2023-03-16,Complaint
2160,21,Male,City_D,Product_4,730.35,2023-06-05,4,Gold,9,2779.41,Credit Card,In-Store,2023-06-25,Complaint
2161,45,Male,City_B,Product_4,468.06,2023-07-05,2,Gold,11,3525.91,Online Transfer,Referral,2023-07-21,Inquiry
2162,61,Female,City_A,Product_3,925.1,2023-04-10,5,Silver,11,4163.28,Credit Card,Referral,2023-02-08,Feedback
2163,37,Male,City_C,Product_2,279.14,2022-09-12,1,Silver,3,165.31,Online Transfer,Referral,2023-05-10,Complaint
2164,41,Female,City_D,Product_3,196.09,2023-02-02,2,Bronze,8,1342.23,Cash,In-Store,2022-12-18,Inquiry
2165,67,Male,City_A,Product_1,370.31,2023-02-04,4,Gold,13,3245.17,Credit Card,Online Ad,2023-01-24,Feedback
2166,66,Male,City_B,Product_2,859.33,2023-01-24,5,Bronze,5,1434.86,Credit Card,In-Store,2022-09-27,Inquiry
2167,68,Male,City_B,Product_5,855.05,2022-10-22,5,Silver,10,798.92,Online Transfer,Online Ad,2022-11-11,Inquiry
2168,49,Male,City_B,Product_1,400.84,2023-07-23,1,Gold,6,2503.3,Cash,In-Store,2023-06-07,Complaint
2169,58,Male,City_B,Product_5,819.35,2022-10-03,3,Silver,2,220.91,Cash,Referral,2022-08-17,Complaint
2170,53,Female,City_E,Product_2,123.9,2023-05-22,2,Gold,4,1235.59,Credit Card,In-Store,2022-10-10,Inquiry
2171,51,Male,City_C,Product_5,57.22,2022-08-26,5,Bronze,17,3358.79,Credit Card,Referral,2022-11-13,Complaint
2172,53,Male,City_C,Product_1,871.56,2022-12-21,3,Gold,3,824.19,Credit Card,Referral,2022-12-09,Complaint
2173,19,Male,City_B,Product_1,880.37,2023-01-31,1,Bronze,10,707.98,Online Transfer,Referral,2022-10-25,Inquiry
2174,32,Male,City_C,Product_3,186.23,2023-01-30,1,Silver,3,1292.21,Credit Card,Online Ad,2023-07-09,Inquiry
2175,51,Male,City_A,Product_2,332.83,2022-12-24,2,Gold,11,1932.83,Online Transfer,Referral,2022-10-03,Inquiry
2176,53,Female,City_A,Product_4,858.07,2023-06-30,2,Silver,2,360.79,Online Transfer,Online Ad,2023-06-02,Inquiry
2177,23,Male,City_C,Product_4,129.58,2022-10-19,5,Bronze,16,3899.84,Cash,Referral,2022-12-07,Feedback
2178,56,Female,City_B,Product_5,869.94,2023-05-30,5,Gold,19,3245.43,Cash,Referral,2023-08-05,Inquiry
2179,59,Male,City_D,Product_4,595.95,2022-11-10,2,Silver,11,3428.48,Online Transfer,Online Ad,2023-03-22,Inquiry
2180,68,Female,City_B,Product_4,674.41,2023-02-02,2,Bronze,19,8338.09,Cash,Online Ad,2023-02-05,Inquiry
2181,68,Male,City_E,Product_1,615.08,2023-01-17,5,Gold,16,3980.08,Credit Card,Online Ad,2023-06-03,Complaint
2182,29,Male,City_D,Product_1,603.41,2023-03-01,5,Gold,6,604.88,Cash,Online Ad,2023-04-10,Complaint
2183,20,Female,City_E,Product_1,225.81,2022-09-10,5,Gold,15,6667.82,Cash,Referral,2022-11-18,Complaint
2184,62,Male,City_C,Product_4,274.26,2023-03-19,1,Silver,17,4847.42,Cash,Online Ad,2022-11-12,Inquiry
2185,35,Female,City_E,Product_5,601.05,2023-04-03,4,Gold,18,8673.37,Online Transfer,Online Ad,2022-10-27,Inquiry
2186,57,Male,City_C,Product_2,431.34,2023-06-11,2,Bronze,15,6630.03,Cash,In-Store,2023-02-11,Feedback
2187,38,Female,City_E,Product_3,564.22,2023-07-26,1,Bronze,10,4403.56,Cash,In-Store,2023-01-15,Inquiry
2188,32,Female,City_D,Product_5,290.7,2023-05-05,5,Silver,17,1781.12,Credit Card,Referral,2023-05-17,Feedback
2189,50,Female,City_E,Product_1,490.63,2022-11-26,4,Gold,8,2288.86,Credit Card,Referral,2023-05-30,Complaint
2190,52,Male,City_B,Product_5,186.23,2022-11-16,4,Bronze,15,6468.39,Cash,In-Store,2023-02-20,Feedback
2191,43,Female,City_C,Product_2,86.48,2023-01-22,1,Bronze,10,4046.75,Cash,Online Ad,2022-10-27,Complaint
2192,25,Male,City_A,Product_1,953.56,2022-10-25,3,Gold,19,5423.28,Cash,In-Store,2023-01-01,Complaint
2193,53,Female,City_E,Product_2,736.9,2023-06-09,3,Bronze,2,994.49,Credit Card,Referral,2023-01-07,Feedback
2194,65,Female,City_C,Product_3,523.16,2023-03-27,5,Gold,15,6951.34,Credit Card,Online Ad,2023-07-10,Feedback
2195,47,Female,City_A,Product_5,573.46,2023-03-28,3,Bronze,4,963.92,Online Transfer,Online Ad,2023-02-23,Inquiry
2196,40,Male,City_C,Product_3,535.62,2022-08-13,5,Silver,1,156.31,Credit Card,Referral,2022-10-14,Feedback
2197,59,Male,City_C,Product_4,903.87,2022-12-23,3,Silver,12,2648.9,Credit Card,Referral,2022-11-22,Inquiry
2198,61,Male,City_A,Product_5,784.96,2023-04-21,1,Silver,8,1417.35,Online Transfer,Online Ad,2023-01-08,Inquiry
2199,31,Female,City_A,Product_4,358.89,2022-09-29,4,Silver,10,3420.57,Credit Card,Online Ad,2022-12-21,Feedback
2200,31,Male,City_D,Product_2,257.28,2023-03-15,2,Bronze,4,1472.54,Online Transfer,Referral,2022-11-06,Feedback
2201,19,Male,City_E,Product_4,113.2,2022-08-18,4,Bronze,18,2021.5,Credit Card,Referral,2022-12-25,Complaint
2202,54,Female,City_E,Product_2,190.4,2022-11-30,3,Gold,8,1435.68,Cash,Referral,2023-03-18,Complaint
2203,22,Female,City_C,Product_3,515.56,2023-04-28,4,Bronze,3,1410.98,Online Transfer,Referral,2023-03-09,Inquiry
2204,55,Male,City_B,Product_1,242.44,2023-06-07,3,Silver,11,3702.13,Cash,Online Ad,2023-05-15,Inquiry
2205,62,Male,City_B,Product_3,346.77,2023-05-31,5,Silver,14,5093.88,Online Transfer,Online Ad,2023-05-30,Complaint
2206,58,Male,City_C,Product_4,176.66,2023-07-02,2,Gold,16,1140.36,Credit Card,In-Store,2022-11-29,Inquiry
2207,64,Female,City_D,Product_2,926.67,2022-12-20,5,Gold,1,236.42,Cash,Online Ad,2022-08-12,Complaint
2208,31,Female,City_A,Product_4,82.04,2023-05-12,2,Gold,15,7159.7,Online Transfer,Referral,2023-02-17,Inquiry
2209,56,Female,City_C,Product_1,384.22,2022-08-08,5,Gold,12,4857.94,Online Transfer,Referral,2022-11-20,Complaint
2210,42,Female,City_E,Product_5,295.25,2022-12-24,5,Silver,15,6026.61,Cash,Online Ad,2023-02-17,Complaint
2211,37,Female,City_B,Product_5,57.89,2023-06-25,4,Bronze,16,7259.17,Cash,Online Ad,2022-08-31,Feedback
2212,19,Male,City_B,Product_5,932.17,2022-08-24,2,Bronze,4,568.96,Cash,Online Ad,2023-03-18,Inquiry
2213,56,Male,City_B,Product_4,347.93,2023-02-26,4,Bronze,7,3455.75,Online Transfer,In-Store,2022-11-04,Feedback
2214,23,Male,City_D,Product_5,527.16,2022-09-01,5,Bronze,5,1246.31,Online Transfer,In-Store,2022-09-19,Feedback
2215,34,Female,City_E,Product_2,603.48,2023-02-12,4,Gold,14,6012.61,Credit Card,In-Store,2023-02-16,Feedback
2216,42,Female,City_D,Product_1,629.96,2022-08-10,3,Bronze,10,1870.74,Cash,Referral,2022-10-11,Inquiry
2217,45,Male,City_A,Product_3,487.25,2023-07-06,5,Gold,12,4112.46,Online Transfer,Online Ad,2023-01-04,Feedback
2218,19,Male,City_C,Product_2,614.14,2022-10-31,3,Gold,14,1094.53,Cash,Online Ad,2023-02-03,Complaint
2219,52,Male,City_C,Product_1,764.17,2022-11-04,5,Bronze,19,9145.59,Credit Card,Online Ad,2023-02-27,Complaint
2220,54,Female,City_B,Product_3,954.48,2023-03-13,3,Bronze,18,1847.86,Cash,Online Ad,2022-08-09,Inquiry
2221,22,Female,City_B,Product_5,674.19,2023-03-08,3,Bronze,18,6489.9,Credit Card,In-Store,2022-09-28,Feedback
2222,18,Female,City_A,Product_3,489.12,2023-05-20,5,Gold,2,105.57,Cash,Online Ad,2023-03-14,Feedback
2223,57,Female,City_D,Product_4,472.37,2022-08-09,3,Gold,11,3093.57,Online Transfer,In-Store,2023-05-09,Feedback
2224,29,Female,City_E,Product_4,724.36,2022-08-10,2,Silver,15,2928.72,Online Transfer,Online Ad,2022-11-24,Complaint
2225,53,Male,City_A,Product_5,645.68,2022-08-15,3,Silver,5,772.8,Online Transfer,Referral,2023-06-04,Complaint
2226,62,Male,City_C,Product_5,449.37,2022-09-16,5,Silver,5,1856.33,Credit Card,Referral,2023-03-06,Feedback
2227,40,Female,City_C,Product_2,369.09,2023-05-11,2,Gold,7,1746.2,Credit Card,In-Store,2022-09-28,Inquiry
2228,64,Female,City_D,Product_2,993.49,2023-02-04,2,Gold,2,385.81,Cash,In-Store,2023-06-09,Feedback
2229,48,Male,City_A,Product_4,778.46,2022-11-21,2,Bronze,1,251.9,Credit Card,Online Ad,2023-06-27,Inquiry
2230,28,Female,City_E,Product_1,246.44,2023-04-16,4,Silver,1,191.82,Cash,In-Store,2022-08-19,Feedback
2231,27,Female,City_A,Product_2,327.56,2023-06-07,2,Silver,15,3600.7,Cash,In-Store,2023-01-01,Complaint
2232,20,Male,City_A,Product_1,899.0,2023-04-28,4,Gold,1,124.06,Cash,Referral,2023-02-19,Inquiry
2233,31,Female,City_D,Product_4,677.79,2023-05-29,1,Bronze,6,2796.83,Credit Card,In-Store,2023-07-26,Complaint
2234,33,Female,City_E,Product_2,345.22,2023-04-09,3,Silver,13,3111.5,Credit Card,Referral,2023-05-31,Feedback
2235,27,Male,City_C,Product_1,396.0,2022-11-29,4,Silver,7,1818.08,Cash,In-Store,2023-08-05,Complaint
2236,46,Female,City_B,Product_1,409.96,2023-07-26,5,Silver,12,4518.93,Online Transfer,Online Ad,2023-07-19,Feedback
2237,27,Female,City_E,Product_2,226.98,2023-02-05,2,Silver,4,423.43,Cash,In-Store,2023-07-18,Complaint
2238,29,Male,City_C,Product_5,535.61,2022-10-29,5,Bronze,10,1378.69,Online Transfer,Online Ad,2023-05-21,Complaint
2239,47,Male,City_D,Product_3,777.29,2022-10-19,2,Gold,8,941.01,Online Transfer,Online Ad,2023-03-04,Feedback
2240,58,Female,City_E,Product_5,585.86,2023-02-01,5,Gold,18,4783.4,Online Transfer,In-Store,2023-01-30,Complaint
2241,18,Male,City_E,Product_3,673.14,2022-12-12,3,Bronze,11,3456.37,Credit Card,Referral,2022-09-15,Feedback
2242,22,Male,City_C,Product_1,615.62,2022-10-30,3,Silver,6,2229.53,Credit Card,Online Ad,2023-04-13,Complaint
2243,37,Female,City_C,Product_2,105.95,2023-06-03,1,Silver,16,7593.03,Cash,Referral,2022-10-12,Inquiry
2244,25,Male,City_A,Product_4,228.66,2022-09-29,5,Silver,19,1686.25,Credit Card,Referral,2022-09-11,Inquiry
2245,60,Female,City_A,Product_2,382.83,2023-06-25,1,Bronze,3,1058.3,Credit Card,Online Ad,2023-04-12,Complaint
2246,29,Male,City_E,Product_5,894.77,2023-07-06,5,Gold,6,2338.36,Online Transfer,Online Ad,2023-07-02,Complaint
2247,18,Male,City_B,Product_3,381.26,2023-03-03,3,Gold,11,3839.33,Cash,Online Ad,2023-04-09,Feedback
2248,37,Female,City_D,Product_2,360.76,2023-01-17,1,Silver,5,2173.77,Online Transfer,Online Ad,2023-06-02,Inquiry
2249,45,Female,City_C,Product_3,126.56,2022-12-06,2,Gold,18,5113.83,Cash,Referral,2022-09-13,Inquiry
2250,60,Female,City_A,Product_5,973.48,2022-11-12,3,Bronze,14,5854.02,Online Transfer,Online Ad,2023-06-10,Complaint
2251,54,Male,City_D,Product_5,789.62,2023-01-10,4,Bronze,5,406.65,Online Transfer,Referral,2023-02-23,Feedback
2252,64,Female,City_E,Product_2,777.63,2023-01-11,3,Bronze,17,5720.88,Cash,In-Store,2023-02-27,Feedback
2253,54,Female,City_C,Product_4,414.52,2022-10-18,3,Bronze,8,3787.12,Credit Card,Online Ad,2023-07-04,Feedback
2254,29,Male,City_C,Product_4,124.45,2023-07-02,4,Silver,18,4585.23,Online Transfer,Referral,2023-04-24,Feedback
2255,54,Male,City_A,Product_3,300.34,2023-06-05,5,Silver,16,1676.27,Online Transfer,Referral,2023-08-06,Inquiry
2256,66,Male,City_B,Product_2,860.25,2023-02-27,4,Gold,4,854.61,Cash,In-Store,2023-02-24,Inquiry
2257,66,Female,City_C,Product_1,221.28,2022-09-14,5,Bronze,12,5191.93,Credit Card,Referral,2023-02-15,Complaint
2258,61,Male,City_B,Product_5,899.54,2023-07-02,1,Gold,19,2037.41,Credit Card,Online Ad,2022-12-05,Complaint
2259,45,Male,City_D,Product_3,558.97,2022-12-21,1,Bronze,3,861.82,Credit Card,In-Store,2023-07-22,Feedback
2260,64,Female,City_C,Product_5,728.81,2022-12-13,1,Gold,2,871.5,Online Transfer,Referral,2022-11-14,Feedback
2261,32,Male,City_C,Product_3,480.96,2022-08-25,4,Gold,8,3230.52,Cash,Referral,2023-04-26,Inquiry
